reviews,title
"
  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.,BUILD QUALITY., Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.,DISPLAY & FINGERPRINT.,With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.,BATTERY.,Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.,CAMERA.,This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.,PROCESSOR.,After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.,SOUND QUALITY.,After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.,Bang for the bucks go for it. Thanks Amazon for Safe delivery.
,
  Ordered on Prime day, 6th August 12 AM. Received the phone on 8th August.,All aspects of the phone is on par or above the next segment.,Display is gorgeous.,Lookwise it doesn't feel like an M series phone.,FP sensor works well although it can store only 3 fingerprints.,Camera is overall good. Can't say it's a camera centric phone obviously. However it has some good outputs,6000mah battery with 25W fast charging is awesome. (you get reverse charging as well).,The only con i felt till now is the exclusion of a phone cover in the box. This might sound silly but I'm one of those guy's who use phone with a cover only to be on the safer side. Just because there is no cover I'm unable to use the phone as my daily driver right now.,Come on Samsung. How much will a tpu cover cost for you?? 50Rs??,M31s is actually A51 without on screen fp. It has better specs than A51 which retails around 8-9k than M31s which makes this phone one of a kind.,The dimensions are also the same as A51. So you can use the same tempered glass but cant use A51 back cover for M31s since it should have the cutout for side mounted fp scanner.,Overall a great phone. Value for money I should say. If you are not a heavy gamer this is the best choice around.,Will update the review after using the phone for 2 weeks.,Till then book your phone and wait for the delivery as it is back-ordered at this moment.
,
   This is to share my horrible experience with Amazon and Samsung. The phone arrived dead and I have to make multiple calls, emails to team to get it replaced. After technician report confirming that phone is dead they now asking me to go for a refund as product is no longer in stock.
,
  Strongly recommend No..why samsung make lot advertise on m31s.really don't know wt makes new compared to other M series. 'Single take' shot option really useless.People who r looking for camera please don't buy m31s.All the modes camers pictures are 95%blur mode.perfomance of mobile is not up to expectations.,When turns into selife mode really shocked IS IT HD photo or Asian paints colored WALL.REALLY SHOCKED.,THIS TIME SAMSUNG DISAPPOINTED.,Videos display is also not so effective. Starting of series most of them said not  a gaming mobile.really its not gaming mobile.No samsung pay Nfc,,No backcase,l.Rather than spending 20k on m31s supposed to switch another model.Name it as blur mobile.,THANKS
,
  purchased the phone on very first day, delivered by amazon on the next day - excellent service,about phone,used it for 2 days and then screen blacked out and phone not working,tried many things as suggested by amazon tech team but its still not working,replacement order placed but it shows 20 days to deliver next one,never expected this quality from samsung
,
  Initial impression after using for one day.,1. The display is Gorgeous. Feels like a high end device,2. Specs say 6000 MaH battery. Power management is not up to the mark. Without using any power intensive app battery drain is quite pronounced and noticeable.  Hopefully Samsung will release a patch to fix this,3.Camera: Impressive.  Good lighting conditions result in beautiful and detailed shots. Struggles a bit during the low light conditions. Overall quite ok for the price.,4. Processor: Not the fastest out there  but does the job. Nothing to complain about,5. Fingerprint scanner is decent.,6. No back case in the box. Will take time to get new case delivered.  Case is necessary as the back panel is quite slippery,7. I believe the cost should have around 17K instead of 19.5k...! But if you want a non Chinese phone then this is a good option to consider
","Samsung Galaxy M31s (Mirage Blue, 8GB RAM, 128GB Storage)"
"
  The product is fine and working well. Battery and camera quality is phenomenal and met the expectations.  Unfortunately the Amazon promise on zero cost EMI is misleading. I opted for 6 months EMI considering zero percent interest. But HDFC bank charged me around 12% interest plus GST etc. This is like taking customer for a ride.  I was surprised to receive a msg like that from bank. Just to alert Amazon to rectify this immediately.
,
  Nice phone at this range.. value for money..
,
  There is no earphone in this mobile
,
  Poor camera
,
  Mobile is a very good battery backup nice camera very good but video picture quality is low
,
  Very good mobile. Value for money.,Everything is perfect. Finger print and face unluck are Very fast with compare to other mobile. UI is very good and smooth with compare to so much hyped mi os. Every features working perfectly. Good camera, wide angle features should have been better. Good front camera n excellent battery backup. No heating issue. Provided cover is of good quality. Better than all mi phone as I was using mi previously.
,
  I bought this phone  around 2 months ago  as per my requirements its really a  nice phone, for camera i will say good not excellent its average only  its design is really nice specially the back side of phone it looks really awesome.... for battery i will give 5 star awesome battery back up compare to my prevoius phones.....no hanging probem... no internet issues everything is excellent....fingerprint is very nice.... i will recommend this phone to everyone who want a good phone under 13 k. vivo awesome
,
  Everything is good except Camera, if ur looking for perfect camera then dnt buy this phone, if u are ok and can manage low camera feature then go for it 👌
","Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers"
,"Xifo Kenxinda S9 4G Smartphone (2GB RAM, 16GB Storage) in Grey in 5.2 inch Touchscreen"
"
  Dont buy.. after 10 to.15 mins gaming phone lagging too much
,
  Good phone,Decent look and looks stylish,Camera and battery quality are super good,Good phone in this range 👍,But delivery service is not good
,
  Not good phone stopped working after some time so i didn't suggest you this...
,
  Here my product review after usage of 2 week.,Pros:,Design and built quality - superb.,Display - Smoothness and view is very impressive,Finger print sensor and face unlock working  perfect.,Rear camera - Good as considering the price.,Ram management and multitasking - Just ok. Without any new applications it's consuming 1.8 gb.,Call quality very fine,Cons:,Gaming - Mobile heating and lagging when you playing high graphics game,Battery - 5020mAh battery. Moderate perform,For charging it's take 2.4 hrs per day from 0 to 100. I think MI mentioned just for advertisement.,Macro camera - useless feature,Front camera - Average,Ui is fine but consuming more ram,Many pre-installed application could not able to delete ( Mi app).,Final,Normal user you can go (If you are ok to charge twice a day).,If you are a game addict this product not at all suitable for you.,Note: I am requesting replacement for my 1st mobile due to heating issue.,Received 2nd one has battery draining issue. I am really disappointed to charge twice a day ( 5hrs per day). I suggest please buy some other brand don't waste your money like me.
,
  Worst product, not as expected its not even a month and ut hangs so much! Its front camera is just worst, only it's first look is good nothing else. Don't go for it!! Redmi note 8 and even note 5 is much better than it!😤 Completely disappointed 😤😤😤
,
  Awesome product 💎,Value for money 💵,Best in segment📱,For normal usage this one is the best 🙌,Long battery life 🤳 when compared to other smartphones.,Camera is ok for this price📸,Charging is comparitively slow it takes 2 - 2 and half hrs or more to get full charged.🕕, Overall its best for the price  👍
,
  My Mobile phone has some screen issue. On completely black wall paper or black background there's a permanent white dot (like screen is defective) on the screen but i requested for the replacement soon device will be replaced. Although device is preety average, ram management is not that good.go for the snapdragon rather than mediatek.Pubg lags sometimes on medium settings and there's a ton of preloaded apps from which some apps you cannot uninstall.there are several options in the market other than xiaomi. So,choose your device wisely.
,
  Very nice Phone.. smooth performance.. charge service decent.. screen quality superb.. sound ok.. but body vibration issue is here.. in speaker mode or at time of calling body vibration present.. no notification light.. overall decent performance at this price.. phone support only 18 watt fast charge. But charger support 22.5 watt..
","Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL"
"
  Even after charge phone ....its not responding.....kindly replace this on a immediate basis or refund it asap
,
  This is best phon but camera quality is not too good
,
  I am totally satisfied with this product It is good value product and Amazon delivered it in time with proper packing. I am happy.
,
  Nice
,
  My money no less
,
  Too bad phone please don't buy in this price u can get better camara
,
  OK
,
  Super and very good mobile,good
","Vivo Y20 (Dawn White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers"
"
  Price is too high for this specifications. 11000-12000 is the perfect price. Other than everything is fine
,
  Reliable phone with neat experience. Zero bloatware.,Even though it's a 12 MP cam, the quality of photos and top notch.,Battery keeps us for 2 days as well - good software optimization.,The build quality is a good as the ones in 25k+ prices for other phones.,Perfect everyday use phone!
,
  I have nokia 7.2,i dont have this phone,,,but still i love it.....because i am a nokia lover..... 😊
,
  Stock Android - Clean OS without any bloatware, 2 Years of promised Android OS & Security Updates, Elegant Design which is super cool compared with Nokia 7.2, Very Smooth and Sturdy in holding the handset & On a Final Verdict - Awesome Deal for Android One Lovers 😊.,Promised one day delivery by Appario 😊.
,
  Some people think that this phone maybe overpriced. But I have to say it is one of the best phone of this price. I buy this phone for moderate use, not for gaming. The camera of this phone is really  & the audio quality & battary perfect & in-hand fill are great. Nokia is not like other chiniese brands who have a lote of privacy issue . It give you a stock Android with zero bloatware, that give you a good experience for use. Nokia give 3 years security update & 2 years android update.
,
   Nokia 5.3 Cyan 4GB/64GB,Things I like:,* Big Display which is well lit,* Light weight,* Beautiful back gradient design with pattern,* Pure android (Android One) with out of box Android 10 and August Security Update (after updating),* Camera is above average,* 2 Major android upgrades (Android 11 & 12),* USB-C & Headphone jack,* WHITE NOTIFICATION LED in POWER BUTTON ITSELF,* No bloatwares except Google apps,* Flip to disconnect call and pickup to silent call gestures,Things I didn't liked:,* Camera performance in low light,* Screen ratio (bit longer),* Display resolution (720p+ or HD+),* Device battery and processor (comparing to others in 14k price range),In the box:,* Mobile Phone, charger (5V 2A), USB Type C cable, earphones with mic, sim ejector tool and documents.,Conclusion:,It is a relief and life saver amidst the No China campaign. Strictly speaking, you will be more than happy with the performance of this phone if you are average user (not a heavy mobile gamer).,This phone is great for daily use and Nokia could have added few extra features. Overall this is a beautiful phone for this price range and one shouldn't expect too much.,Go for it, you'll be happy.,Note: Charger is ""Made in China""
,
  Really love the design and build quality of Nokia products.,Nokia 5.3 is a beautiful Android one device, hence zero bloatware. Great Camera, Big screen, Smooth performance, Solid build quality. What more can one ask for.
,
  Since most of you would already know about the kinda average specs. Here are my impressions of using the phone:,> Built feels good, the plastic back panel doesn't feel cheap at all and the buttons are very tactile. The notification light is placed on the power button, which is hard to notice. The back panel has a fine texture, but it doesn't feel or give any extra grip, but the curved edges help in holding the phone better.,> Display resolution is not right for the price and screen size. It's 720p+ on a massive 6.5inch screen. There is no outright pixelation, but if you have seen 1080p screens before you would notice that the text and icons are not sharp enough. If you used a 720p phone before then this display would be okayish. Other than that the 20:9 ratio makes the display quite tall. Brightness is decent.,> Stock Android experience: Probably the main selling point of Nokia would be the clean Android OS it offers. There are no additional apps installed in the phone, except for some basic Google apps. Even you can choose not to install some Google apps like Duo, Google News, Google Play Music etc during the setup.,Some may not like this as most other brands pre-install some social media and utility apps like voice recorders.,The phone is upto date with security patches till August 2020 on 5 Sept 2020, which is nice. The optimizations are good and regular apps like social media, browsing and video playback work fine. I don't game, so idea about that.,There is 2 year software update guaranteed as a part of the Android One programme.,> Battery life: It's excellent, phone is well optimized for battery life. In my two days of use with 4G data on always, the battery lasted very well. I got 2.5 to 3 hrs screen-on-time for every 25% of the battery on regular use. But no inclusion of fast-charging is quite disappointing.,> Cameras: Haven't tested much, but GCam seems to work better as seen from some reviews. Will update this later.,> Confused hardware: There is NFC (probably because the phone was for European markets) but no information on a Gyro sensor. Though there is a compass, which some say is not available.,Other than that you get a clear case and headphones in the box, like most other Nokia phones.,Overall, if you want to buy a stock android based phone or cannot wait for flash sales, then the Nokia 5.3 is good.
","Nokia 5.3 Android One Smartphone with Quad Camera, 4 GB RAM and 64 GB Storage - Cyan"
"
  Damaged product
,
  Its compact feel better for day today normal usage. Very good mobile for all users who require a handy good looking Mobile which can perform all the task well.. display is good... Most practical phone in this price..
,
  Nice phone from Samsung in this price. Display is good . Camera is not awsome but average. Battery will last 1 day with normal usage. N it has all necessary features. I got this for 8999 . So good phone under 10 k.As samsung so last for years.
,
  Gifted it for my mother. It is perfect size , perfect placement of power and volume buttons, has dust on phone after opening the box but the box was sealed, same thing happened to me when I bought M31,,Pros.,* Perfect size,* Samsung brand,* Good build quality for this price,* Android 10,* One UI 2,Cons.,* camera is below average,* Average display quality,* No earphones in the box,* No fingerprint scanner,* Takes very long time to charge battery.,Will update this review after few weeks.
,
  I have compare a samsung, Panasonic, and MI mobile. Mi is better in terms of bettery (5000mah) but all the other specifications are same in this range. I prefer samsung because of brand value and I don't want to buy Chinese products.,This Mobile is good for average use and battery last for 24 hour. No heating problem.
,
  This smartphone is very handy and responsive. The cameras are not as good as other smartphones in this price but it gets the job done. If you want a very hand and easy to use smartphone this is it. The quality is the best in this segment.,Pros:,1. Small, handy and light weight,2. Display is good,3. battery capacity is good,4. fast and responsive for normal tasks,5. Durability ""It has a plastic body and looks premium but extremely light and durable"",cons:,1. Not for gaming,2. charging takes 3 hours 30 minutes,3. cameras are not good compared to other smartphones.
,
  I have been using it for a week.,I came back to samsung after using Redmi note and it feels so much better.,The touch and feel iss awesome. Fast an smooth operations with anroid 10. Lots of intelligent features at this price like limiting screen time for each app and winddown function in the night etc.. Camera is decent for normal photo. Sound and speakers are good for clear conversations.,The only thing which might be a downside for some people'could be compact size of screen especially if you're used to big screens. It might take some time to get accustomed if you are a frequent movie watcher.,Overall it's much better than the so called value for money brands like Redmi Oppo Vivo Realme etc which are primarily winning customers by offering more storage battery and big screen but lack performance.,A good to buy phone for  9000
,
  Its not value for money,  just passable,  its very tiny phone, not wider enough,  please see length and widths specification specifically.,Very slow charging,Not good camera,If your are planning for students for class, its worthless.
","Samsung Galaxy M01 (Red, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers"
"
  There are lot of better phones available at the market.  I guess its way too late to launch this product at this time as it's time of quad camera📷 and hd screen and better battery.  The phone is too pricy for the current trend📈
,
  Under this price the mobile was good enough. Camera good, light weight mobile,hd screen and with Google assistant.if u r searching for mobile under 10000 just go for it.
,
  Good Product
,
  Nice mobile very light weight and camera is also good enough.
,
  Average camera quality but light weight
,
  Very nice mobile value for money
,
  Fantastic item.,So light in weight and good product in this rate.,You should buy it.
,
  Hanging problem
","OPPO A12 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers"
"
  Thank you samsung and Amazon for timely rakshabandhan delivery.Now for readers this is a review unbiased and written after testing and continuous usage :-,Pro's,1.Screen ppi is great as entry level device✌,2.Battery backup is awesome thanks to samsungs R&D even with .7mamp charger.👀,3.Android go version 10 is cute without craps,4.Reading pdfs is easy and comfort for eyes atleast samsung has guts to say the truth.,5.No lag till now because i dont need gaming other than that all regular even without go apps are nicely running.,6.fingerprint and face lock i dont need so good they are not provided.,7.Call quality is okay.Speaker is normal.,8.For music lovers dowload any music app with equilizer will be fine.,9.16gb/32gb and sd card is okay.,10.Auto smart memory cleaner(use smart manager in settings once a day) for smooth RAM functioning and ROM cleaning🤗,11. Supports OTG as well.,Cons,1. Camera below average still expected but samsung should work more on this front if they wanna beat chinese phones.,2.Not for gamers and thats expected buy a 4gb Ram 🤔 based phone why reading me?😉,3.finger print and face lock missing I Can manage but most indians can't.,4.Battery takes 3.15 hours to charge to work for 12 hours of calling and surfing and thats not bad at all but can be issue for chinese phone lovers who have habit of charging again and again to play pubg.,Overall out of 5.Camera-2  Gui-4  Screen ppi-5  speed-4  android-4,Don't buy a phone only because of specifications must see integration and longevity overall a nice secondary option and primary for featured phone switchers.
,
  Very smooth UI latest M series .,Battery is good. 3000mah,It has dark mode.,Apps run smoothly.,Camera is average.,Best for secondary phone.,Apps are of GO version,WiFi calling feature.
,
  I free of cost taken this phone for I show my friends in WhatsApp & facebook this phone a budget phone and full specification and more sell for samsung smartphones.
,
  Its not working. Pls don't buy this phone. Listen carefully, Only on August 14th 2020 I bought this, but today 23.08.2020 its not working. I couldn't even switch this mobile on. Samsung Galaxy M01 mobile. Mobile is not worth. As today I came to amazon for return or replacement this cheater has closed the return window by yesterday. How cunning they are ? not even ten days its been since I have bought. This cheaters have closed it. Its not working now.  Even if I call toll free numbers no one responses.
,
  The phone suddenly went completely dead within 10 minutes of switching it on after receiving it. Asked for a return, but the delivery boy didn't take the return because the phone is dead! Again request a return. Waiting to see what happens now. Can not take it to any shop or dealer as it is purchased online.
,
  After using 4/5 days suddenly without notice, the phone shutdown automatically and I couldn't restart it. So contact with amazon for replacing it and get very quick response from their end and they book a time slot to verify it by a technician. But after few hours later I found in start up guide send by Samsung,  how to restart when it stops working or hanged( by pressing power and volume key simultaneously for seven seconds or more). The fault is from the end of Samsung company I suppose, because they should mention the process on the front page with bold letter. Most of the reviews which get 1 star facing the same problems like of mine.,  After using one month I want to add some extra points which impressed me.,1. Sound quality and graphics are very good.,2. Smooth touch sensitivity,3. Ringtones are much louder.,4.Two volte nano SIM s work fine together.,5.Battery backup is good. Charging time is not so lengthy.,6.Any SIM can be switched off manually, that impressed me.,7. 2GB ram and 32 GB storage is better option for budget friendly people.,8. I faced hanging problem for one day only till now , which can be easily solved by pressing volume down key and power key simultaneously for 7 seconds or more.,8. Lastly this mobile is Made in India which I like the most.,  So any one can go for it. Amazon agents are really helpful which I experienced.
,
  Thanks Amazon for delivering the product as mentioned in the product description. It was well packed and delivered.,By the way, A Special Thanks to SAMSUNG for stepping up to INDIA's needs and introducing a new Line of Phones for taking on the Chinese Incursions in Indian Mobile Phone Market.,We ordered ""Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage)"" and thrown away the chinese phone Salomi as it had 100 other Apps Pre-Installed without our information and heating phone and draining battery. Had a tough times using that 'Salomi' phone. Now with a GOOD / BETTER Phone from GOOD Company Samsung, happy to own this ""Little Cute Phone"".,Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage) -- is a small enough to keep in pockets and has all the Latest Android 10 OS with a Good Display.,  -- All latest version of Apps in a lite mode which means what we need only will be loaded and given instead of ""loading all forever"" and wasting our Precious Data.,-- A good Camera with Samsung Reliability is known for its Crisp Camera and Displays.,What else needed in a phone. Thanks SAMSUNG for bringing a new Affordable Range with Latest Android 10 OS.,Way to go SAMSUNG. Surely we INDIANS will support SAMSUNG and make it to No.1 Company by replacing the Chinese Mobile Companies in INDIA.
,
  Not bad....can suggest this mbl for normal users.... charging speed is very much disappointed , taking lot of time to charge up ....basic charger type not even USB cable....this suits for parents only ....not for youngsters, gamers etc.
","Samsung Galaxy M01 Core (Red, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers"
"
  Actually asusual best phone by redmi.Amazing phone design with best quality camera. Very excellent built quality. It comes with 33w fast charging which is really fast.,But I wish it would have 90hz refresh rate.
,
  Please don't buy it.,It's not a quality mobile, it just like Redmi Note 4.  No special features added in Redmi Note 9 Pro Max which can be differentiate with Note 4.  Battery is not so good, it doesn't retain power long time.  Other company's mobile are giving some special technology like Samsung M31 (6000 mah battery, Amoled Screen, sony camera lense and so many features) in lesser price.  It is not a value for money, not a good product.  Why the company has fixed so high price? The answer I would like to know, from company.  After purchasing it feel nothing worthy with the set because I am still using Redmi note 4. Just looting with custom in the Covid 19 pandemic situation.  No discount isoffered in credit card nor no cost EMI nor Exchange in flash sale.  In the name of flash sale seller makes fool to us. This is my personal experience and opinion.  If any body hurts, I feel sorry, but I revealed the truth.,You can get far better mobile with this price of ₹18, 500. Its a cheating with the customer because price is high but no quality improvement in comparison with Redmi Note 4.  I feel better Redmi note 4 with lesser price than 9 Pro Max.
,
  Product performance is poor.,Its speed is like 2 GB RAM mobile.,Processor is too slow feels like very old mobiles.,Battery drains very fast.,Worst mobile performance.,Not even like Redmi Note 4.,Waste of money. 17000 is too much price for such poor performance.,I think worst product from Xiaomi RedMi.,Samsung M31 is far better in performance and battery.
,
  guys beware wifi doesn't work when you lock your phone for 10min. again when u unlock it it works. seriously issue.  redmi should work upon
,
  Battery backup nyc and fast chariging back camera best but front camera good  nyc looking phone
,
  Awsome product. I had my doubts buying another Redmi device after my mom bought one for herself 1 year ago. It got the annoying ads problem. But so far I'm yet to see my first ad. You have to be careful the first time you switch on the phone out of the box and untick all the personalization stuffs. Same goes for the first time opening any apps after booting. If then, u'll probably never see any ads like me. The battery is what they promised and it holds up to more than 1and half days for moderate usage. And the fast charger is pretty cool. 1 hour from 0 to 100%. It has Navic which is really accurate(tested it with GPS). It's really big but its right for me since my hands are big too. But probably for lots of people they'll have to always use both their hands for operating the phone, my mom finds it pretty hard to use. So, my honest review is, in 2020 this is an awesome choice and great value for money if you have big hands.
,
  I waited a lot longer to get this phone. But thanks to Amazon that on its very first sale i got hold of one.,✓Camera,✓Battery,✓Big Display,✓Processor,✓Sound,✓User Interface.,✓Display Quality.
,
  Not satisfied with product,Since we use redmi mobile brand in my family even base varaint sounds good performance after 2years when am using this for first time. Dis appointment on purchasing this.,I tired to record voice from this mobile around 1pm and sound was good. I thought wow such a nice but after 30min . Very aloud recorded voice was under ground the earth. Later I compares recording with redmi 5A andRedmi note 4 and this phone but I couldn't hear anything in redmi note 9pro max. How come within few minutes this change happening in 3hrs useage of mobile in the first day.  Soon charge drains without useage ,What will b future then?
","Redmi Note 9 Pro Max (Interstellar Black, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange"
"
  Even after charge phone ....its not responding.....kindly replace this on a immediate basis or refund it asap
,
  This is best phon but camera quality is not too good
,
  I am totally satisfied with this product It is good value product and Amazon delivered it in time with proper packing. I am happy.
,
  Nice
,
  My money no less
,
  Too bad phone please don't buy in this price u can get better camara
,
  OK
,
  Super and very good mobile,good
","Vivo Y20 (Obsidian Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers"
"
  Brought this phone for my wife who is die hard fan for oppo...Offer like 2000 extra off on exchange with Oppo is just like waww....So after exchange of her old oppo mobile I got this phone for just Rs.6800.... Best phone if u want oppo brand name and u are boared to ur old oppo phone... So this review is considering 6800 cost...,Pros.,1) good features considering cost 6800.,2) Size matters 6.5 inch grt,3) Speakers are good Dolby,4) Comes with classic headphones with good looks and decent sound quality... No other phones now a days comes with headphones...,5) Quad camera gives good quality photos...,6) Selfie camera is also decent considering cost 6800,7) 5000mAh battery,8) can be use as power bank for other phones,Cons:,1) Original cost 13990 is huge considering features...Other good brands like MI, VIVO, MOTO, etc sells 48MP camera phones for 12000 and so...,2) Accessories like back cover, tempered glass are yet not in market... May be u have to wait for them...Though 1 transparent back cover is included in Mobile Box...,This is all about this phone after 24hrs use....I will update if something comes...
,
  Best option for exchange, I got it in 9k ,,Review score (out of 5),Design : 4.5 (finger print scanner position is bit high), other things like screen size, corners,back panel, camera position are perfect and it's light weight too...,Sounds quality : 5/5 (unexpected, dual side stereo and Dolby is awesome, loudness, clarity and effects are far better then any other phone i.e. mi 7 pro, Lenovo, Samsung or honor),Photography : it's similar to other available options in market, day light as usual is very clear and crisp, didn't get time for more night photography, but few repetitive uploaded pics are in night mode with very minimal light which are good.,Battery backup : best in this category (10% ~ 3 hours of heavy uses) , for heavy uses 30hours for normal uses it ll go up to 2 days.,Performance : not played many games but seems good, while opening any game auto memory cleaner will run,lag and heat issue is not there (checked continuously 1.5 hours),Memory space : 46 GB free space, all basic apps are pre installed, separate as card slot is available (apart from 2 SIM slot), 1.86 GB ram available after all updation, while playing any game also 900 to 1 GB space is available,Pros : apart from above mentioned points :,1)Front cam is good like other similar phone (mi, real me, honor, Samsung),2) earphones quality/look is very good in this range.,3) dual speaker position is in front top of display and near to charging pin, so stereo comes properly,4)face detection is fast,5)no heating issue while charging /YouTube /gaming,6) battery is lasting for more than 4 days on normal uses,Cons:,1) fingerprint scanner position is bit high,2) ram 6 GB would have a perfect option,3) macro photos are not that good compare to redmi 7 pro,4) no fast charger with pack
,
  Good Phone With Exchange
,
  Oppo makes very nice phone at this price range about quad cameras but we have another option to select Realme smartphones which is comparatively low budget and good cameras...,But this phone I like mostly in battery back up with type C charger.. and also like camera clearity because I have already attached some snaps here from my Oppo A5 2020...,Overall good performance of this phone and speaker was nice sounds which is have dual atmos..,Thanks Oppo
,
  Lowest speed ever seen in android and charger not support to battery. It will be 3 hours to take full charge
,
  The first thing is slow charging of this mobile taking more than 3 hours for full charging.  My friend bought the same mobile but that was 4 gb ram and 64 gb rom in which he got hand free but my mobile was 3 gb ram and 64 rom in which they are not providing hand free. Why?
,
  Its Camera gives pictures .. like .keypad mobile who has vga camera very poor in camera u get redish images i have never seen such worst device it often get stuck in between apps .. evn u dnt have pubg like games in ur device still it get stuck in usual apps .. it is better to buy a keypad mobile .rather than oppo a5 2020 struggled a lot with this device .. finally got returned thank god ... I truely suggest u people out there . Do not waste your money in buying this device
,
  Pros- Phone looks actually good,  Good battery life,Cons- phone is too heavy,  Camera performance not upto the,  mark.,Go for MI A3 if u don't want the cons
","OPPO A5 2020 (Mirror Black, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers"
"
  Battery is not getting charged.
,
  Battery is not good.  Its takes long time to charge..
,
  Amazing screen length and audio. Camera works good for me. Brilliant auto sensors. Within the price range.
,
  Nice Mobile... Value for money...
,
  THE PRODUCT IS NOT USER FRIENDLY, THERE ARE SO MANY UNNECESSARY APPLICATIONS R AUTOMATICALLY STORING. THE MESSAGE SECTION OPERATION IS VERY BAD AND NOT USER FRIENDLY. IF U WANT DELETE ANY APP,IT WILL GO TO GOOGLE ICON ALSO TIME CONSUMING FOR DELETION. NOT AT ALL A USER FRIENDLY OPERATION.,FURTHER THE BATTERY WILL TAKE 5 TO 6 HOURS  FOR  FULL CHARGE AND GET VERY HOT AFTER 3 HRS PLUGGING . VERY DIFFICULT OPERATION FOR PHONE CLONING. NOT WORTH FOR MONEY.,.
,
  Very  nice  mobile and very  beautiful I am asking  one question  don't  mistake  me in case I am returning  the  mobile  the same  mobile  at the  rate  of 7990 / -r u giving  please  tell  me
,
  1. nice display,2. decent speed , actually i cant compare coz my other phone is a one plus 7t,3. decent camera,4. its for my 75 year old mom so i guess its good enough,5. and yes the blue color is lovely,go for it if you want a trouble free phone for old people
,
  My mobile in not work sim
","Vivo Y91i (Ocean Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers"
